Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,Item_Category,Price_Category
FDM15,11.8,reg,0.057655493,Meat,152.6366,OUT018,2009,Medium,Tier 3,Supermarket Type2,1662.5026,16,FD,High
FDW22,9.695,Regular,0.030413777,Snack Foods,221.3114,OUT018,2009,Medium,Tier 3,Supermarket Type2,2217.114,16,FD,Very High
FDT08,13.65,Low Fat,0.049496899,Fruits and Vegetables,151.505,OUT017,2007,Medium,Tier 2,Supermarket Type1,2846.295,18,FD,High
FDS32,17.75,Regular,0.029653914,Fruits and Vegetables,140.5838,OUT046,1997,Small,Tier 1,Supermarket Type1,2669.1922,28,FD,Medium
NCI06,11.3,Low Fat,0.047912071,Household,179.866,OUT018,2009,Medium,Tier 3,Supermarket Type2,1258.362,16,NC,High
FDR21,19.7,Low Fat,0.066611321,Snack Foods,178.237,OUT027,1985,Medium,Tier 3,Supermarket Type3,3705.177,40,FD,High
FDD05,19.35,Low Fat,0.016611475,Frozen Foods,122.0098,OUT046,1997,Small,Tier 1,Supermarket Type1,2651.2156,28,FD,Medium
FDZ02,6.905,Regular,0.03822479,Dairy,99.8726,OUT045,2002,Medium,Tier 2,Supermarket Type1,587.2356,23,FD,Low
FDH47,13.5,Regular,0.129016487,Starchy Foods,98.4068,OUT049,1999,Medium,Tier 1,Supermarket Type1,1846.9292,26,FD,Low
FDM58,16.85,Regular,0.080141165,Snack Foods,111.4544,OUT017,2007,Medium,Tier 2,Supermarket Type1,2013.3792,18,FD,Medium
FDG09,20.6,Regular,0.0480335,Fruits and Vegetables,188.2556,OUT045,2002,Medium,Tier 2,Supermarket Type1,3755.112,23,FD,High
FDO27,6.175,Regular,0.179355893,Meat,94.1752,OUT049,1999,Medium,Tier 1,Supermarket Type1,575.2512,26,FD,Low
FDI41,18.5,Regular,0.062510529,Frozen Foods,146.8418,OUT018,2009,Medium,Tier 3,Supermarket Type2,2059.9852,16,FD,Medium
FDK34,13.35,Low Fat,0.038519399,Snack Foods,236.8564,OUT035,2004,Small,Tier 2,Supermarket Type1,5005.4844,21,FD,Very High
NCX54,9.195,Low Fat,0.047827139,Household,105.3622,OUT027,1985,Medium,Tier 3,Supermarket Type3,3387.5904,40,NC,Medium
FDL14,8.115,Regular,0.032208865,Canned,154.9972,OUT049,1999,Medium,Tier 1,Supermarket Type1,3739.1328,26,FD,High
FDA13,15.85,Low Fat,0.078874948,Canned,37.4506,OUT018,2009,Medium,Tier 3,Supermarket Type2,303.6048,16,FD,Low
FDS11,7.05,Regular,0.097275777,Breads,223.9088,OUT019,1985,Small,Tier 1,Grocery Store,223.7088,40,FD,Very High
FDT43,16.35,Low Fat,0.020664178,Fruits and Vegetables,50.8324,OUT017,2007,Medium,Tier 2,Supermarket Type1,1298.31,18,FD,Low
FDR07,21.35,Low Fat,0.078060605,Fruits and Vegetables,96.0094,OUT018,2009,Medium,Tier 3,Supermarket Type2,380.8376,16,FD,Low
FDF41,12.15,Low Fat,0.131714183,Frozen Foods,245.846,OUT018,2009,Medium,Tier 3,Supermarket Type2,4434.228,16,FD,Very High
DRM23,16.6,Low Fat,0.135944247,Hard Drinks,172.0422,OUT049,1999,Medium,Tier 1,Supermarket Type1,2586.633,26,DR,High
FDO52,11.6,Regular,0.077478931,Frozen Foods,170.3106,OUT018,2009,Medium,Tier 3,Supermarket Type2,4277.765,16,FD,High
FDD10,20.6,Regular,0.046114018,Snack Foods,178.2344,OUT045,2002,Medium,Tier 2,Supermarket Type1,1070.6064,23,FD,High
FDN38,6.615,Regular,0.161030847,Canned,251.2408,OUT019,1985,Small,Tier 1,Grocery Store,1001.3632,40,FD,Very High
FDE17,20.1,Regular,0.054455495,Frozen Foods,149.5366,OUT046,1997,Small,Tier 1,Supermarket Type1,2871.5954,28,FD,Medium
FDZ03,13.65,Regular,0.076700853,Dairy,186.024,OUT018,2009,Medium,Tier 3,Supermarket Type2,4287.752,16,FD,High
FDD03,13.3,Low Fat,0.080257683,Dairy,232.63,OUT017,2007,Medium,Tier 2,Supermarket Type1,1864.24,18,FD,Very High
NCW18,15.1,Low Fat,0.059037538,Household,237.7248,OUT027,1985,Medium,Tier 3,Supermarket Type3,2607.2728,40,NC,Very High
DRG36,14.15,LF,0.094916347,Soft Drinks,172.3106,OUT027,1985,Medium,Tier 3,Supermarket Type3,4277.765,40,DR,High
FDT43,16.35,Low Fat,0.034393057,Fruits and Vegetables,50.8324,OUT010,1998,Medium,Tier 3,Grocery Store,155.7972,27,FD,Low
NCU17,5.32,Low Fat,0.093261677,Health and Hygiene,100.9674,OUT018,2009,Medium,Tier 3,Supermarket Type2,1222.4088,16,NC,Medium
FDH50,15,Regular,0.16143544,Canned,185.1266,OUT046,1997,Small,Tier 1,Supermarket Type1,2766.399,28,FD,High
FDU57,8.27,Regular,0.089479661,Snack Foods,148.6708,OUT013,1987,High,Tier 3,Supermarket Type1,2106.5912,38,FD,Medium
FDA56,9.21,Low Fat,0.008722342,Fruits and Vegetables,123.5414,OUT027,1985,Medium,Tier 3,Supermarket Type3,4508.1318,40,FD,Medium
FDZ15,13.1,Low Fat,0.020988798,Dairy,117.7782,OUT017,2007,Medium,Tier 2,Supermarket Type1,1191.782,18,FD,Medium
FDY51,12.5,Low Fat,0.081260969,Meat,221.7798,OUT049,1999,Medium,Tier 1,Supermarket Type1,3085.3172,26,FD,Very High
DRF03,19.1,Low Fat,0.045308131,Dairy,42.5138,OUT046,1997,Small,Tier 1,Supermarket Type1,649.8208,28,DR,Low
NCV06,11.3,Low Fat,0.06705851,Household,194.0478,OUT017,2007,Medium,Tier 2,Supermarket Type1,3293.7126,18,NC,High
FDA21,13.65,Low Fat,0.035930784,Snack Foods,184.4924,OUT013,1987,High,Tier 3,Supermarket Type1,9069.5276,38,FD,High
NCQ53,17.6,low fat,0.018813776,Health and Hygiene,235.259,OUT027,1985,Medium,Tier 3,Supermarket Type3,5672.616,40,NC,Very High
NCO29,11.15,Low Fat,0.032099989,Health and Hygiene,164.1526,OUT027,1985,Medium,Tier 3,Supermarket Type3,2960.1468,40,NC,High
FDT26,18.85,Regular,0.06823032,Dairy,121.044,OUT018,2009,Medium,Tier 3,Supermarket Type2,1557.972,16,FD,Medium
FDI21,5.59,Regular,0.056592115,Snack Foods,65.0168,OUT035,2004,Small,Tier 2,Supermarket Type1,447.4176,21,FD,Low
NCI55,18.6,Low Fat,0.012643035,Household,119.8414,OUT013,1987,High,Tier 3,Supermarket Type1,365.5242,38,NC,Medium
FDZ04,9.31,Low Fat,0.063529046,Frozen Foods,63.751,OUT010,1998,Medium,Tier 3,Grocery Store,126.502,27,FD,Low
FDL27,6.17,Low Fat,0.010630949,Meat,65.9826,OUT046,1997,Small,Tier 1,Supermarket Type1,1162.4868,28,FD,Low
FDS45,5.175,Regular,0.029490377,Snack Foods,107.6622,OUT035,2004,Small,Tier 2,Supermarket Type1,2858.2794,21,FD,Medium
NCG43,20.2,Low Fat,0.129983688,Household,93.0462,OUT019,1985,Small,Tier 1,Grocery Store,185.0924,40,NC,Low
FDU28,19.2,Regular,0.094300933,Frozen Foods,187.5214,OUT018,2009,Medium,Tier 3,Supermarket Type2,1695.7926,16,FD,High
FDO20,12.85,Regular,0.152001201,Fruits and Vegetables,252.3382,OUT013,1987,High,Tier 3,Supermarket Type1,6056.1168,38,FD,Very High
NCG55,16.25,Low Fat,0.039113587,Household,116.0176,OUT013,1987,High,Tier 3,Supermarket Type1,1488.7288,38,NC,Medium
NCM42,6.13,Low Fat,0.02848169,Household,110.4912,OUT017,2007,Medium,Tier 2,Supermarket Type1,1310.2944,18,NC,Medium
NCG07,12.3,Low Fat,0.05271592,Household,189.653,OUT018,2009,Medium,Tier 3,Supermarket Type2,569.259,16,NC,High
NCQ29,12,Low Fat,0.182493512,Health and Hygiene,258.8278,OUT019,1985,Small,Tier 1,Grocery Store,1041.3112,40,NC,Very High
NCV05,10.1,Low Fat,0.050562853,Health and Hygiene,153.3656,OUT010,1998,Medium,Tier 3,Grocery Store,463.3968,27,NC,High
NCO02,11.15,Low Fat,0.07366703,Others,66.2142,OUT018,2009,Medium,Tier 3,Supermarket Type2,131.8284,16,NC,Low
FDH19,19.35,Low Fat,0.03322326,Meat,172.0738,OUT018,2009,Medium,Tier 3,Supermarket Type2,3301.7022,16,FD,High
DRG13,17.25,Low Fat,0.037396492,Soft Drinks,165.6526,OUT017,2007,Medium,Tier 2,Supermarket Type1,1808.9786,18,DR,High
FDI57,19.85,Low Fat,0.054015429,Seafood,196.3768,OUT035,2004,Small,Tier 2,Supermarket Type1,4138.6128,21,FD,High
FDX51,9.5,Regular,0.02210346,Meat,194.7452,OUT045,2002,Medium,Tier 2,Supermarket Type1,1370.2164,23,FD,High
FDW33,9.395,Low Fat,0.099274694,Snack Foods,104.528,OUT049,1999,Medium,Tier 1,Supermarket Type1,852.224,26,FD,Medium
DRE12,4.59,Low Fat,0.070721656,Soft Drinks,113.286,OUT013,1987,High,Tier 3,Supermarket Type1,1471.418,38,DR,Medium
FDY31,5.98,Low Fat,0.043554614,Fruits and Vegetables,148.2418,OUT035,2004,Small,Tier 2,Supermarket Type1,2354.2688,21,FD,Medium
FDR31,6.46,Regular,0.04923932,Fruits and Vegetables,144.4102,OUT049,1999,Medium,Tier 1,Supermarket Type1,4374.306,26,FD,Medium
FDS55,7.02,Low Fat,0.08114883,Fruits and Vegetables,146.8734,OUT035,2004,Small,Tier 2,Supermarket Type1,3563.3616,21,FD,Medium
DRL60,8.52,Low Fat,0.027054244,Soft Drinks,151.5682,OUT035,2004,Small,Tier 2,Supermarket Type1,3506.7686,21,DR,High
FDW55,12.6,Regular,0.036773101,Fruits and Vegetables,250.3092,OUT010,1998,Medium,Tier 3,Grocery Store,249.0092,27,FD,Very High
FDT11,5.94,Regular,0.049163321,Breads,186.4556,OUT010,1998,Medium,Tier 3,Grocery Store,563.2668,27,FD,High
FDO50,16.25,Low Fat,0.078168739,Canned,91.3804,OUT046,1997,Small,Tier 1,Supermarket Type1,1653.8472,28,FD,Low
FDD28,10.695,Low Fat,0.05337973,Frozen Foods,56.7904,OUT049,1999,Medium,Tier 1,Supermarket Type1,1113.2176,26,FD,Low
FDN28,5.88,Regular,0.030418998,Frozen Foods,103.099,OUT017,2007,Medium,Tier 2,Supermarket Type1,1341.587,18,FD,Medium
FDS35,9.3,LF,0.111673587,Breads,65.7826,OUT018,2009,Medium,Tier 3,Supermarket Type2,968.739,16,FD,Low
FDB38,19.5,Regular,0.027341529,Canned,158.292,OUT035,2004,Small,Tier 2,Supermarket Type1,3994.8,21,FD,High
FDT07,5.82,Regular,0.077634044,Fruits and Vegetables,256.433,OUT018,2009,Medium,Tier 3,Supermarket Type2,3844.995,16,FD,Very High
FDC53,8.68,Low Fat,0.008835694,Frozen Foods,96.5384,OUT046,1997,Small,Tier 1,Supermarket Type1,1182.4608,28,FD,Low
NCT41,15.7,Low Fat,0.055990291,Health and Hygiene,153.2024,OUT046,1997,Small,Tier 1,Supermarket Type1,3795.06,28,NC,High
FDR40,9.1,Regular,0.00799548,Frozen Foods,78.5618,OUT027,1985,Medium,Tier 3,Supermarket Type3,2255.7304,40,FD,Low
FDH32,12.8,Low Fat,0.076369874,Fruits and Vegetables,97.241,OUT018,2009,Medium,Tier 3,Supermarket Type2,1448.115,16,FD,Low
FDN60,15.1,Low Fat,0.095351065,Baking Goods,158.6604,OUT045,2002,Medium,Tier 2,Supermarket Type1,2535.3664,23,FD,High
FDR33,7.31,Low Fat,0.026783871,Snack Foods,108.157,OUT035,2004,Small,Tier 2,Supermarket Type1,1098.57,21,FD,Medium
FDB59,18.25,Low Fat,0.01520491,Snack Foods,197.2084,OUT027,1985,Medium,Tier 3,Supermarket Type3,4166.5764,40,FD,High
FDS07,12.35,Low Fat,0.099757833,Fruits and Vegetables,113.9518,OUT046,1997,Small,Tier 1,Supermarket Type1,910.8144,28,FD,Medium
FDD02,16.6,LF,0.0717791,Canned,117.3124,OUT013,1987,High,Tier 3,Supermarket Type1,2014.7108,38,FD,Medium
FDH05,14.35,Regular,0.090896452,Frozen Foods,231.2984,OUT035,2004,Small,Tier 2,Supermarket Type1,6024.1584,21,FD,Very High
FDR04,7.075,Low Fat,0.022602061,Frozen Foods,98.1068,OUT049,1999,Medium,Tier 1,Supermarket Type1,1458.102,26,FD,Low
DRJ47,18.25,Low Fat,0.044250304,Hard Drinks,174.708,OUT046,1997,Small,Tier 1,Supermarket Type1,2423.512,28,DR,High
FDW50,13.1,Low Fat,0.075885921,Dairy,165.1158,OUT018,2009,Medium,Tier 3,Supermarket Type2,1504.0422,16,FD,High
NCJ17,7.68,Low Fat,0.153177941,Health and Hygiene,85.2224,OUT018,2009,Medium,Tier 3,Supermarket Type2,1278.336,16,NC,Low
FDH60,19.7,Regular,0.074331188,Baking Goods,197.911,OUT045,2002,Medium,Tier 2,Supermarket Type1,1767.699,23,FD,High
DRL60,8.52,Low Fat,0.027114238,Soft Drinks,151.9682,OUT045,2002,Medium,Tier 2,Supermarket Type1,1677.1502,23,DR,High
FDS32,17.75,Regular,0.049634572,Fruits and Vegetables,140.2838,OUT010,1998,Medium,Tier 3,Grocery Store,280.9676,27,FD,Medium
FDM58,16.85,reg,0.070865961,Snack Foods,112.2544,OUT027,1985,Medium,Tier 3,Supermarket Type3,3914.904,40,FD,Medium
FDK10,5.785,Regular,0.040587146,Snack Foods,180.366,OUT017,2007,Medium,Tier 2,Supermarket Type1,1258.362,18,FD,High
NCS30,5.945,LF,0.093008616,Household,127.8652,OUT035,2004,Small,Tier 2,Supermarket Type1,2195.8084,21,NC,Medium
FDY15,18.25,Regular,0.17179432,Dairy,154.663,OUT017,2007,Medium,Tier 2,Supermarket Type1,2659.871,18,FD,High
FDC53,8.68,Low Fat,0.008828341,Frozen Foods,99.9384,OUT013,1987,High,Tier 3,Supermarket Type1,689.7688,38,FD,Low
FDK45,11.65,LF,0.033858187,Seafood,113.386,OUT046,1997,Small,Tier 1,Supermarket Type1,2603.278,28,FD,Medium
FDH26,19.25,reg,0.034841089,Canned,141.1496,OUT018,2009,Medium,Tier 3,Supermarket Type2,282.2992,16,FD,Medium
NCW06,16.2,Low Fat,0.08425957,Household,192.3162,OUT010,1998,Medium,Tier 3,Grocery Store,769.6648,27,NC,High
FDV37,13,Regular,0.083444376,Canned,195.8426,OUT013,1987,High,Tier 3,Supermarket Type1,4152.5946,38,FD,High
FDB52,17.75,low fat,0.030497325,Dairy,256.9672,OUT045,2002,Medium,Tier 2,Supermarket Type1,1534.0032,23,FD,Very High
FDF41,12.15,Low Fat,0.131179812,Frozen Foods,245.246,OUT046,1997,Small,Tier 1,Supermarket Type1,3202.498,28,FD,Very High
FDA39,6.32,Low Fat,0.012737719,Meat,38.5822,OUT049,1999,Medium,Tier 1,Supermarket Type1,353.5398,26,FD,Low
FDE56,17.25,Regular,0.159165324,Fruits and Vegetables,63.4194,OUT035,2004,Small,Tier 2,Supermarket Type1,1547.985,21,FD,Low
FDC56,7.72,Low Fat,0.122015744,Fruits and Vegetables,121.744,OUT018,2009,Medium,Tier 3,Supermarket Type2,2277.036,16,FD,Medium
FDT26,18.85,Regular,0.068091318,Dairy,120.644,OUT045,2002,Medium,Tier 2,Supermarket Type1,3475.476,23,FD,Medium
FDR21,19.7,Low Fat,0.067314073,Snack Foods,175.137,OUT017,2007,Medium,Tier 2,Supermarket Type1,2822.992,18,FD,High
FDC14,14.5,Regular,0.041249072,Canned,40.5454,OUT046,1997,Small,Tier 1,Supermarket Type1,1216.4166,28,FD,Low
FDI32,17.7,Low Fat,0.174340475,Fruits and Vegetables,116.6834,OUT035,2004,Small,Tier 2,Supermarket Type1,3570.6854,21,FD,Medium
FDI02,15.7,Regular,0.11454343,Canned,113.7202,OUT035,2004,Small,Tier 2,Supermarket Type1,3263.0858,21,FD,Medium
FDE22,9.695,Low Fat,0.029693277,Snack Foods,159.792,OUT018,2009,Medium,Tier 3,Supermarket Type2,2716.464,16,FD,High
FDW26,11.8,Regular,0.107057186,Dairy,224.1772,OUT046,1997,Small,Tier 1,Supermarket Type1,3558.0352,28,FD,Very High
FDA36,5.985,Low Fat,0.009921107,Baking Goods,183.6924,OUT019,1985,Small,Tier 1,Grocery Store,555.2772,40,FD,High
NCS06,7.935,Low Fat,0.031583053,Household,260.991,OUT027,1985,Medium,Tier 3,Supermarket Type3,7100.757,40,NC,Very High
NCX05,15.2,Low Fat,0.097043739,Health and Hygiene,116.8492,OUT035,2004,Small,Tier 2,Supermarket Type1,2664.5316,21,NC,Medium
FDU19,8.77,reg,0.046762633,Fruits and Vegetables,170.8422,OUT035,2004,Small,Tier 2,Supermarket Type1,1724.422,21,FD,High
FDA49,19.7,Low Fat,0.064909488,Canned,88.5198,OUT035,2004,Small,Tier 2,Supermarket Type1,1308.297,21,FD,Low
NCZ42,10.5,LF,0.011305479,Household,235.5248,OUT049,1999,Medium,Tier 1,Supermarket Type1,4740.496,26,NC,Very High
FDX32,15.1,Regular,0.07371873,Fruits and Vegetables,146.2786,OUT010,1998,Medium,Tier 3,Grocery Store,433.4358,27,FD,Medium
FDR01,5.405,Regular,0.053576661,Canned,200.5742,OUT013,1987,High,Tier 3,Supermarket Type1,2388.8904,38,FD,Very High
FDQ15,20.35,Regular,0.150947728,Meat,81.0276,OUT013,1987,High,Tier 3,Supermarket Type1,1868.2348,38,FD,Low
FDQ14,9.27,low fat,0.10818157,Dairy,149.605,OUT019,1985,Small,Tier 1,Grocery Store,449.415,40,FD,Medium
FDS56,5.785,Regular,0.038749536,Fruits and Vegetables,262.0252,OUT035,2004,Small,Tier 2,Supermarket Type1,4459.5284,21,FD,Very High
DRJ24,11.8,Low Fat,0.113790879,Soft Drinks,185.3924,OUT018,2009,Medium,Tier 3,Supermarket Type2,370.1848,16,DR,High
FDG52,13.65,Low Fat,0.065313024,Frozen Foods,47.1402,OUT027,1985,Medium,Tier 3,Supermarket Type3,1516.0266,40,FD,Low
FDF59,12.5,Low Fat,0.075183515,Starchy Foods,127.102,OUT017,2007,Medium,Tier 2,Supermarket Type1,253.004,18,FD,Medium
DRM49,6.11,Regular,0.152813518,Soft Drinks,45.6086,OUT017,2007,Medium,Tier 2,Supermarket Type1,1025.9978,18,DR,Low
NCP02,7.105,Low Fat,0.044771473,Household,58.2562,OUT013,1987,High,Tier 3,Supermarket Type1,592.562,38,NC,Low
FDW13,8.5,Low Fat,0.098083231,Canned,50.3324,OUT045,2002,Medium,Tier 2,Supermarket Type1,675.1212,23,FD,Low
FDV12,16.7,Regular,0.06121901,Baking Goods,100.0384,OUT017,2007,Medium,Tier 2,Supermarket Type1,1970.768,18,FD,Medium
FDH14,17.1,Regular,0.047073322,Canned,138.6838,OUT017,2007,Medium,Tier 2,Supermarket Type1,2950.1598,18,FD,Medium
FDQ20,8.325,Low Fat,0.029953314,Fruits and Vegetables,39.5138,OUT017,2007,Medium,Tier 2,Supermarket Type1,568.5932,18,FD,Low
FDT45,15.85,Low Fat,0.070865961,Snack Foods,55.1956,OUT013,1987,High,Tier 3,Supermarket Type1,1255.6988,38,FD,Low
NCM26,20.5,Low Fat,0.040520754,Others,153.934,OUT019,1985,Small,Tier 1,Grocery Store,153.134,40,NC,High
FDJ22,18.75,Low Fat,0.052554508,Snack Foods,190.3504,OUT027,1985,Medium,Tier 3,Supermarket Type3,1917.504,40,FD,High
FDD29,12.15,Low Fat,0.018514652,Frozen Foods,252.7698,OUT017,2007,Medium,Tier 2,Supermarket Type1,5834.4054,18,FD,Very High
FDA13,15.85,Low Fat,0.07871426,Canned,37.2506,OUT045,2002,Medium,Tier 2,Supermarket Type1,493.3578,23,FD,Low
FDV47,17.1,Low Fat,0.054197299,Breads,83.5566,OUT035,2004,Small,Tier 2,Supermarket Type1,1860.2452,21,FD,Low
FDS57,15.5,Low Fat,0.103442268,Snack Foods,144.847,OUT046,1997,Small,Tier 1,Supermarket Type1,2433.499,28,FD,Medium
DRG36,14.15,LF,0.095360186,Soft Drinks,172.3106,OUT035,2004,Small,Tier 2,Supermarket Type1,3251.1014,21,DR,High
FDK38,6.65,low fat,0.053031857,Canned,149.1734,OUT027,1985,Medium,Tier 3,Supermarket Type3,4454.202,40,FD,Medium
DRJ49,6.865,Low Fat,0.013990601,Soft Drinks,127.6652,OUT035,2004,Small,Tier 2,Supermarket Type1,2841.6344,21,DR,Medium
FDR37,16.5,Regular,0.066237024,Breakfast,183.1292,OUT035,2004,Small,Tier 2,Supermarket Type1,6385.022,21,FD,High
NCS53,14.5,Low Fat,0.089761211,Health and Hygiene,159.4604,OUT035,2004,Small,Tier 2,Supermarket Type1,2376.906,21,NC,High
FDR22,19.35,Regular,0.01863822,Snack Foods,110.2544,OUT018,2009,Medium,Tier 3,Supermarket Type2,1677.816,16,FD,Medium
NCP42,8.51,Low Fat,0.016176344,Household,192.1478,OUT018,2009,Medium,Tier 3,Supermarket Type2,1937.478,16,NC,High
FDK38,6.65,Low Fat,0.089196394,Canned,147.0734,OUT010,1998,Medium,Tier 3,Grocery Store,296.9468,27,FD,Medium
NCC43,7.39,Low Fat,0.092782895,Household,252.6066,OUT046,1997,Small,Tier 1,Supermarket Type1,2259.0594,28,NC,Very High
FDH57,10.895,Low Fat,0.0358031,Fruits and Vegetables,130.3284,OUT049,1999,Medium,Tier 1,Supermarket Type1,2504.7396,26,FD,Medium
FDQ25,8.63,Regular,0.028271345,Canned,170.5422,OUT035,2004,Small,Tier 2,Supermarket Type1,2069.3064,21,FD,High
FDA11,7.75,Low Fat,0.043238822,Baking Goods,92.5436,OUT046,1997,Small,Tier 1,Supermarket Type1,1701.7848,28,FD,Low
FDG31,12.15,Low Fat,0.037955309,Meat,62.8826,OUT049,1999,Medium,Tier 1,Supermarket Type1,710.4086,26,FD,Low
FDW28,18.25,Low Fat,0.089186083,Frozen Foods,194.3452,OUT018,2009,Medium,Tier 3,Supermarket Type2,4502.1396,16,FD,High
FDV14,19.85,Low Fat,0.044566659,Dairy,88.5856,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848,26,FD,Low
FDB60,9.3,Low Fat,0.028638276,Baking Goods,195.8136,OUT018,2009,Medium,Tier 3,Supermarket Type2,2138.5496,16,FD,High
FDU43,19.35,Regular,0.057762301,Fruits and Vegetables,237.3564,OUT027,1985,Medium,Tier 3,Supermarket Type3,2145.2076,40,FD,Very High
DRH11,5.98,LF,0.075711199,Hard Drinks,55.6614,OUT045,2002,Medium,Tier 2,Supermarket Type1,331.5684,23,DR,Low
FDC48,9.195,Low Fat,0.027767577,Baking Goods,82.1592,OUT019,1985,Small,Tier 1,Grocery Store,412.796,40,FD,Low
DRK39,7.02,Low Fat,0.049865399,Dairy,82.925,OUT046,1997,Small,Tier 1,Supermarket Type1,1165.15,28,DR,Low
FDB20,7.72,Low Fat,0.052061483,Fruits and Vegetables,76.7986,OUT049,1999,Medium,Tier 1,Supermarket Type1,1324.2762,26,FD,Low
FDE51,5.925,Regular,0.096387053,Dairy,45.6086,OUT013,1987,High,Tier 3,Supermarket Type1,356.8688,38,FD,Low
FDX36,9.695,Regular,0.128176489,Baking Goods,224.8404,OUT013,1987,High,Tier 3,Supermarket Type1,3600.6464,38,FD,Very High
NCT29,12.6,Low Fat,0.064110725,Health and Hygiene,122.3414,OUT046,1997,Small,Tier 1,Supermarket Type1,243.6828,28,NC,Medium
FDU45,15.6,Regular,0.035561344,Snack Foods,112.1518,OUT049,1999,Medium,Tier 1,Supermarket Type1,1821.6288,26,FD,Medium
FDF56,16.7,Regular,0.119647957,Fruits and Vegetables,180.9976,OUT049,1999,Medium,Tier 1,Supermarket Type1,4165.2448,26,FD,High
FDW07,18,Regular,0.238831875,Fruits and Vegetables,88.2514,OUT010,1998,Medium,Tier 3,Grocery Store,88.5514,27,FD,Low
FDR52,12.65,Regular,0.075676339,Frozen Foods,190.4846,OUT027,1985,Medium,Tier 3,Supermarket Type3,8789.8916,40,FD,High
FDB45,20.85,LF,0.021416681,Fruits and Vegetables,104.6306,OUT018,2009,Medium,Tier 3,Supermarket Type2,1149.8366,16,FD,Medium
NCT42,5.88,Low Fat,0.024766802,Household,151.0392,OUT027,1985,Medium,Tier 3,Supermarket Type3,3281.0624,40,NC,High
FDP52,18.7,reg,0.070691729,Frozen Foods,230.201,OUT046,1997,Small,Tier 1,Supermarket Type1,5742.525,28,FD,Very High
FDI50,8.42,Regular,0.030693309,Canned,228.0352,OUT027,1985,Medium,Tier 3,Supermarket Type3,10306.584,40,FD,Very High
FDU48,18.85,Low Fat,0.055671582,Baking Goods,133.3284,OUT017,2007,Medium,Tier 2,Supermarket Type1,263.6568,18,FD,Medium
FDS43,11.65,Low Fat,0.040507228,Fruits and Vegetables,186.924,OUT035,2004,Small,Tier 2,Supermarket Type1,2237.088,21,FD,High
NCM41,16.5,Low Fat,0.035626319,Health and Hygiene,93.112,OUT013,1987,High,Tier 3,Supermarket Type1,932.12,38,NC,Low
FDP37,15.6,Low Fat,0.143688905,Breakfast,128.1994,OUT018,2009,Medium,Tier 3,Supermarket Type2,2184.4898,16,FD,Medium
FDJ44,12.3,Regular,0.106542886,Fruits and Vegetables,173.2396,OUT045,2002,Medium,Tier 2,Supermarket Type1,3139.9128,23,FD,High
FDY38,13.6,Regular,0.208662546,Dairy,231.83,OUT019,1985,Small,Tier 1,Grocery Store,466.06,40,FD,Very High
FDC20,10.65,Low Fat,0.024107056,Fruits and Vegetables,56.6272,OUT017,2007,Medium,Tier 2,Supermarket Type1,447.4176,18,FD,Low
FDF02,16.2,Low Fat,0.104058452,Canned,102.499,OUT017,2007,Medium,Tier 2,Supermarket Type1,2063.98,18,FD,Medium
FDX38,10.5,Regular,0.048403392,Dairy,48.2376,OUT018,2009,Medium,Tier 3,Supermarket Type2,527.3136,16,FD,Low
FDN50,16.85,Regular,0.026391403,Canned,92.812,OUT027,1985,Medium,Tier 3,Supermarket Type3,2609.936,40,FD,Low
FDA07,7.55,Regular,0.031007381,Fruits and Vegetables,123.4072,OUT045,2002,Medium,Tier 2,Supermarket Type1,2082.6224,23,FD,Medium
FDT49,7,Low Fat,0.150672399,Canned,104.728,OUT027,1985,Medium,Tier 3,Supermarket Type3,2450.144,40,FD,Medium
FDA09,13.35,Regular,0.149598628,Snack Foods,179.466,OUT049,1999,Medium,Tier 1,Supermarket Type1,3775.086,26,FD,High
FDV43,16,Low Fat,0.077290355,Fruits and Vegetables,44.5086,OUT017,2007,Medium,Tier 2,Supermarket Type1,713.7376,18,FD,Low
FDK58,11.35,Regular,0.078758649,Snack Foods,103.0016,OUT019,1985,Small,Tier 1,Grocery Store,202.4032,40,FD,Medium
FDL22,16.85,Low Fat,0.036359891,Snack Foods,90.7488,OUT013,1987,High,Tier 3,Supermarket Type1,2263.72,38,FD,Low
FDP56,8.185,Low Fat,0.046747071,Fruits and Vegetables,49.9692,OUT017,2007,Medium,Tier 2,Supermarket Type1,837.5764,18,FD,Low
DRL47,19.7,Low Fat,0.070546736,Hard Drinks,125.9362,OUT049,1999,Medium,Tier 1,Supermarket Type1,1635.8706,26,DR,Medium
NCT17,10.8,Low Fat,0.041865848,Health and Hygiene,189.7214,OUT046,1997,Small,Tier 1,Supermarket Type1,5841.0634,28,NC,High
FDR12,12.6,Regular,0.031713126,Baking Goods,172.5764,OUT017,2007,Medium,Tier 2,Supermarket Type1,1030.6584,18,FD,High
FDD39,16.7,Low Fat,0.07044068,Dairy,216.885,OUT018,2009,Medium,Tier 3,Supermarket Type2,6275.165,16,FD,Very High
